trait_id	source_kind	source_namespace	source_accession	source_header	source_member	source_sequence_length	source_sequence_sha256	canonical_uniprot_id	status
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_229707933.1	WP_229707933.1_310i/467.9t/323.8h_trans-0__354	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	354	43951abff21b9d459e5883ee98f66110c81dc564db7a14c1f5d5f3c57835bd4d		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_175232117.1	WP_175232117.1_305.9i/475.7t/323.3h_trans-0__321	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	321	a1ccdfe0c6d763baf49c0f25931ab5fa207d50a6fa26f2b09e68ff20b62ddef7		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_086932865.1	WP_086932865.1_304.5i/470.6t/h_trans-1__360	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	360	d108f55edd362936c502435cb11766307ce32f4cd1573837730238bfce90a82a		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_060857858.1	WP_060857858.1_302.2i/470.4t/318.3h_trans-3__331	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	331	81be7009727195630202ebcb78709ff3e082979090df6667fd18eed03464e0a0		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_103704829.1	WP_103704829.1_i/484.9t/302.3h_trans-3__326	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	326	797c3e43f2d77f13896cb5fb1723c5f55a7a0f547a27b9ed0582bd4e5d4c84c6		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_103690964.1	WP_103690964.1_i/481.9t/307.5h_trans-3__332	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	332	f30b57c18e0fc0a0411eb9915182b153ff4550f343b1bccd1b9c967efa6e1c0e		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_102645336.1	WP_102645336.1_i/464t/h_trans-3__356	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	356	21915f474ef3d475daed94ae19e89e368543200ceada4b6c1f29774646102902		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_217705599.1	WP_217705599.1_i/462.2t/h_trans-1__288	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	288	1a039faa5c90d2ee696d5217c696e077847febaf4d05772ce44880d2a64528dc		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_085229582.1	WP_085229582.1_i/456.4t/299.5h_trans-3__339	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	339	81b98beb302ea19df38639d56e231dadcf5ccc4ab60d9612776ab676fa08c65b		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_111931086.1	WP_111931086.1_i/450.7t/h_trans-3__320	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	320	47e643fe26551a65fb0a898e72da87493a954ff74669cefb18d07324efae8411		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_096335580.1	WP_096335580.1_i/445.5t/h_trans-0__318	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	318	09f13df5cfa687c9f7751c8a730a6d17cc01a7ba0df8c15ec2631f9b4a717696		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_169890531.1	WP_169890531.1_517i/321.4t/307.1h_trans-1__1926	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1926	f20d6ba2f1180bcc5532dc072d913acc8e100962d47419312c34f24dc02ec5f0		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_181640117.1	WP_181640117.1_515i/320.8t/306.7h_trans-1__3400	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3400	5f6cf6c77c003cd72503ca53615c912ed8efb249201befb95ba4b7c0fb620b06		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_126025292.1	WP_126025292.1_514.9i/311.2t/h_trans-0__2361	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2361	a053682430eea0e3dca11415532f43d5cc42988bb8c8b9e6d9fcbc700e166b5e		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_135846354.1	WP_135846354.1_514.5i/323.5t/h_trans-1__4508	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4508	86ef37d68927bd4c5ecb2e82402b7b9f4956fe95d1106b15e2d641dd424cc602		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_004999813.1	WP_004999813.1_513.4i/319.7t/h_trans-1__3074	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3074	dc08921558c0d3245462b4cc081b5a2763e21ac93227c4dfd5a26b193842b9f2		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_213607243.1	WP_213607243.1_513i/321.2t/309.2h_trans-3__3433	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3433	dc277d4dab4a1aa7c144d17c6635587cca146bc1fdbbd8476451f9f801a85362		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_192560201.1	WP_192560201.1_512.7i/318.1t/h_trans-1__4501	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4501	2a7ae2cb6f4b83edaa14244f3382e0954e972a6cbab7146abe9bef55405088bb		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_149632487.1	WP_149632487.1_511.8i/321.1t/h_trans-1__4571	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4571	26853de64ed39f6c114d3e472db5d92d18441bbfc1d9188844edcab7cc640b44		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_217859990.1	WP_217859990.1_511.4i/317.9t/h_trans-1__4702	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4702	9804dff06ee65a3539a761c3493a356cfdc116b3e07975dfdb27dbc39f5cba36		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_092279733.1	WP_092279733.1_511.1i/319.1t/303.3h_trans-1__4525	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4525	c032c28e96bd56daf5e4f593ed6a9b174040997ec8af58718bb40e9ab980804f		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_186613653.1	WP_186613653.1_511.1i/318.9t/299.8h_trans-1__4508	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4508	3e5d6186f4facf37670117ab2e72f6ddef483c6e65ec2ce40a66345edbaba674		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_203543676.1	WP_203543676.1_509.7i/320.5t/h_trans-2__3418	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3418	8f1e968c4291f47f19b6be4b1501d6b2c4d75e6afd006c85c4904ba49dab5c00		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_063028503.1	WP_063028503.1_509.2i/316.5t/311.4h_trans-1__3433	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3433	a67631c63beac412ccb7c894e580e37ddaf295335a9dc67f7e3807731ba140f0		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_096651826.1	WP_096651826.1_509.2i/312.7t/h_trans-0__1550	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1550	e07fc5ec6cf5e956a5e418721e3dcabf1435b7828b11f5f477f1632b9f7f04c4		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_139970991.1	WP_139970991.1_508.9i/310t/h_trans-1__4078	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	4078	f36e7a905bebad1e9813eef619ac161541ea1779ea480085beb48fe06a1b3d13		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_151069544.1	WP_151069544.1_506.9i/316.4t/h_trans-1__3117	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3117	b87650dda0de4696973428b74c646a0181554ffd1df8945264e8bd68c8ff3053		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_062803084.1	WP_062803084.1_506.9i/306.7t/h_trans-1__1509	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1509	fc22aae039339285c4b035c4f867cd65fb4346385f4274d3b03ce37403a75e71		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_008737432.1	WP_008737432.1_505.7i/303.5t/h_trans-1__2214	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2214	0651c5367be14beb153c83e2aafc55e17e26f2963aac9b2cc42bd1a568b9c28d		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_211230608.1	WP_211230608.1_503.8i/314.4t/h_trans-0__1509	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1509	093b4ef2d4287857d4585310323b18f81bb246039c9bd8e9b1f3f2fa4bfbf3ba		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_081905288.1	WP_081905288.1_496.9i/320.9t/h_trans-1__3469	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3469	ee9b485de3d85cec335e60208a026ede95295eab05a0dddf853ad701f9053041		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_144572755.1	WP_144572755.1_496.5i/305.9t/h_trans-1__3415	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3415	4b2eba43b2a5672f6f89d726de778e1d1b9981a2f321b50b83ea2d2de467e3fc		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_142050971.1	WP_142050971.1_491.1i/t/h_trans-1__1863	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1863	bc2b754ada2a5c12fbfd41df6cfd787c49e9bf8bb2adb8cf02c0ba8142cb1153		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_126072804.1	WP_126072804.1_488.8i/304.3t/h_trans-1__1898	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1898	a85ce9a95026416bc0aa43c918776b8b0057508363679b9b5b1be377042624f5		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_090382747.1	WP_090382747.1_488.8i/302.8t/h_trans-1__2998	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2998	11eb98fe5a9133b4e3ec9ab83f0bb804544ce959d1bb8404e758fa21273683c7		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_013660137.1	WP_013660137.1_488.4i/339.7t/h_trans-3__3280	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3280	32b0704dfedceac0d1289219c978805310983b342c6ca99a19e60c817f4d1f79		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_125251333.1	WP_125251333.1_488i/304.4t/h_trans-1__353	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	353	58e56c3d5c3f772c0b91d13c15d18f0cfc3f4676e33be3e707a3a53f50610498		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_004371483.1	WP_004371483.1_488i/t/h_trans-0__1375	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1375	9fa740b1924630a9fa72d6ae70d6db7437ccd030bda3f991a16f1c53ffc7ea35		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_193191967.1	WP_193191967.1_487.8i/305.8t/h_trans-1__2582	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2582	d7d5c2d09d46eba70dbf3aeb2e914f1ce802289a8bd9e4d893124851c0a668ca		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_197513523.1	WP_197513523.1_487.6i/t/h_trans-1__1596	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1596	865a9178f69b009fcc34bc06a366f6f42114d28d5a2ac5434cbacf3f156a03a3		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_090358738.1	WP_090358738.1_485.7i/316.7t/h_trans-3__1496	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	1496	584ef03370ecbc33c60db2240efe4f38cc3b0c44bdb51c024a188c8f27fb962d		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_027856251.1	WP_027856251.1_485.3i/342.3t/h_trans-3__3063	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3063	4fc95daf01b60197df438caa0129f21a4dd03e63be368130cbc7c00c2314456a		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_186556090.1	WP_186556090.1_483.6i/302.8t/h_trans-1__2978	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2978	48211d0478936e217cea96925ddad473fc7a202cd41e588204f2a82e1ae1eb8a		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_174464482.1	WP_174464482.1_483.3i/t/h_trans-1__938	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	938	c3d346873c504f03c4cd971bd5508cbca4fe0db432e05a85cbe48bc3f15b63a4		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_082853297.1	WP_082853297.1_477.6i/t/h_trans-1__3013	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3013	c3753388e1414a274d21ee1d659f29ad3e83bbdcac16dd794c544498df22a977		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_183040187.1	WP_183040187.1_475.6i/311.5t/h_trans-3__340	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	340	d796021d96599be772be643dd6703f8f720d191472ba2d2fa706841dc7f22cbb		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_010365469.1	WP_010365469.1_475.3i/t/h_trans-1__5438	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	5438	ab0c4185ef9d3630abf4a7890bad627aaf061da60f7389dd13d63a26910c45f7		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_206418200.1	WP_206418200.1_471.3i/324.4t/h_trans-1__3391	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3391	86b8cbac2bd208a9c9c8d80799cc13ff16988df4e1ec10f884065721ca0dc53b		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_153135986.1	WP_153135986.1_470.8i/300.2t/h_trans-3__5247	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	5247	4927cc64eee8d7b55a1b01efee3e94eec02e3d5ce560f9c5a86847d841b27390		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_152746359.1	WP_152746359.1_464.6i/321.7t/h_trans-1__3359	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3359	3beb39f36d3a71c1b563069beabd6abbb4407b7165589dd056fc618a6801053f		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_186291503.1	WP_186291503.1_464.3i/t/h_trans-1__2905	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2905	af571d9d409c7af11fbdbd3f8507ff5dcaf87fd00631508534e1f995101a29a5		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_069018534.1	WP_069018534.1_463.9i/318.2t/h_trans-1__3405	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3405	5206fc5c3bb440bd3bb5cef0075e7313676dca1d2c1ecb0a0f4598c976eee265		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_110571959.1	WP_110571959.1_461.1i/316.6t/h_trans-3__3084	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3084	7ec6421789458c786e4de504b17ece3ca16ccf13c0c1f2b23f70283f35573eac		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_044617772.1	WP_044617772.1_460.9i/332.8t/h_trans-0__3178	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3178	be0934044fd847056e4e1a0192f1ceb816338f07bcc3d94b596bacb842be91fd		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_053046640.1	WP_053046640.1_459.6i/319.6t/h_trans-0__3029	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3029	996d2baa60f6ca812e501590da5b58fb25f79e7f2e45e9c89ccf5480f1648c7e		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_144241632.1	WP_144241632.1_458.4i/300.5t/h_trans-0__366	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	366	c9f2ef4b3c92d41040ae008627eef3a53278a6766a024824f4c33b8e25b18f38		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_047701005.1	WP_047701005.1_457i/301.5t/h_trans-0__353	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	353	438f2e432bb1f2f1a653ceaa56d394d5ab0544c1c9cd04c3065ff4b6112e3ac0		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_086932862.1	WP_086932862.1_456.4i/321.3t/h_trans-1__3224	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3224	43e904b06960b7381ef67887f8f8bd4be1ab9d7136cba7c6cf3b99164d21f098		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_149199761.1	WP_149199761.1_456.4i/t/h_trans-1__2924	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	2924	6b7f111634d08c7304e98e02814ded27c2bfaeb447781e627c44fbeb8154025c		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_051427730.1	WP_051427730.1_456.1i/329t/h_trans-3__3013	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3013	166703e884596360012cd651404af88a88141b0c21d97d7c2b2c61758d838968		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_084624102.1	WP_084624102.1_454.2i/318.2t/h_trans-2__3125	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3125	3edc3d94c5bb09abcd2525d5db65c3b6b75393200e9dda9ae3062c0c56f8efb2		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_183455524.1	WP_183455524.1_452.6i/308.8t/h_trans-0__3055	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3055	fe20b62225b9dbecd08fe1e0ed680c0a91dc2088b9b7cf181cb4048c87541cb0		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_171626037.1	WP_171626037.1_450.2i/318.7t/h_trans-1__3099	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	3099	59421b8e19c7cd475a4bac1b235687f00c275776fa2efe806f4b0dcaf80c4238		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_174981122.1	WP_174981122.1_443i/t/h_trans-3__9450	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	9450	dc108ed84c9b111328d14c05798577189293e484c8e00834d24300857efbd527		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_150790401.1	WP_150790401.1_439.8i/t/h_trans-3__9426	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	9426	8d13fd97478da59cea27e4c493330e96749675b9ea08ceb10b133e78f9669a52		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_091903395.1	WP_091903395.1_426.4i/t/h_trans-3__9752	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	9752	c891a6749d4d520c2a2c2c21843d9d31d4d62d523bb935dda0e254f7101ca67a		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_Asp	seed_alignment	RefSeq	WP_073103167.1	WP_073103167.1_418.5i/t/h_trans-1__342	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_Asp.clw	342	cd8f72b7c1523c610820555c6761e2a75bc5f14471ee06bd780afbc4e8ce0532		DOMAIN_COORDINATES_UNRESOLVED
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_167087236.1	WP_167087236.1_i/356.1t/555.2h_trans-1__350	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	350	f67419e379772c281b15b4bfd3983d9b9fe2fb75e5176944dd08f3a08d81656f	UniProtKB:A0ABX0NEC0	QUALIFIED
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_084624100.1	WP_084624100.1_i/351.4t/508.8h_trans-2__843	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	843	1b2a8ef80fe311b17d97927e480ee8bf143ab1c9e9503ee06f797263ea3286ee		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_084333589.1	WP_084333589.1_i/349.3t/570.4h_trans-1__350	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	350	7e475831de90518d0e4d81f77f8b1f83b4fcb84ff8de3fc6a01f95ebc85b7e05	UniProtKB:A0A1G9A0M4	QUALIFIED
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_040661719.1	WP_040661719.1_i/342.4t/600.1h_trans-1__351	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	351	f36e2ea4c55887667a3bfc9605b945987f84283da89981830bd1f5002f92335f		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_091683053.1	WP_091683053.1_i/331.7t/460.3h_trans-0__353	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	353	82368e6d1c2b3985a9b172db8ebf6737c22669a11834e95b59e26b50216917d2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_208640147.1	WP_208640147.1_i/331.2t/564.4h_trans-1__335	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	335	55317ff5efceee458763185b5f9725689ae11c6461d73af7df483142be93c04f		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_217705600.1	WP_217705600.1_i/330.4t/544.2h_trans-1__351	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	351	b40d3fcfaaa216278d018418b6a7d74010bcd876ec8b8df082b2ffbb04cf2283		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_217885380.1	WP_217885380.1_i/327t/626.8h_trans-1__351	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	351	1d5dd8b9f7fe52b09fcbc05b104e5cc107585d9390b519e091c7c9a048984954		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_051335615.1	WP_051335615.1_i/325.3t/472.5h_trans-0__358	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	358	547ad9e0e175e980c8595065c2890cadfb47d1dc13c851b04abe1ef42d322443		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_110995179.1	WP_110995179.1_i/320.3t/697.1h_trans-2__358	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	358	5f1ec9df12f42edec73e9a4ff20b08f098a70d8d9c4792794217c5b64896f98b		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IBH_His	seed_alignment	RefSeq	WP_111881695.1	WP_111881695.1_i/313.8t/529.5h_trans-1__355	nrp-metallophore-SI-main/1_rule_development/alignments/IBH_His.clw	355	35ef24b818ba6b8240ac5ccbdee4ddb65bd92b3631bb048a01b775c7ef5fa3d8		SOURCE_ASSOCIATION_ONLY
